type of property,subtype of property,province,locality,postalCode,price,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
HOUSE,HOUSE,Walloon Brabant,Wavre,1301.0,695000.0,3,60,1.0,0.0,0,1.0,75.0,1.0,1500.0,225.0,1790.0,4.0,1,1
HOUSE,VILLA,Flemish Brabant,Dworp,1653.0,720000.0,5,60,0.0,0.0,0,1.0,30.0,1.0,1400.0,300.0,1560.0,3.0,0,0
HOUSE,HOUSE,Walloon Brabant,Lasne Maransart,1380.0,1195000.0,5,60,1.0,0.0,0,1.0,0.0,1.0,4400.0,370.0,4000.0,4.0,1,1
HOUSE,HOUSE,Liège,Hannut,4280.0,385000.0,5,60,1.0,0.0,1,1.0,0.0,1.0,0.0,240.0,320.0,2.0,0,0
HOUSE,VILLA,Walloon Brabant,Rosières,1331.0,1225000.0,5,60,1.0,0.0,1,1.0,50.0,1.0,0.0,354.0,701.0,4.0,1,0
HOUSE,HOUSE,Walloon Brabant,Rixensart,1330.0,725000.0,6,60,1.0,0.0,0,1.0,0.0,1.0,822.0,200.0,822.0,4.0,0,1
APARTMENT,DUPLEX,Flemish Brabant,Linkebeek,1630.0,385000.0,3,60,1.0,0.0,0,0.0,0.0,0.0,0.0,170.0,0.0,2.0,0,0
APARTMENT,LOFT,Antwerp,Antwerpen,2000.0,735000.0,2,60,1.0,0.0,0,1.0,51.0,0.0,0.0,160.0,0.0,4.0,0,1
HOUSE,HOUSE,East Flanders,Lede,9340.0,489000.0,4,60,1.0,0.0,0,1.0,30.0,1.0,180.0,290.0,455.0,4.0,0,1
HOUSE,VILLA,Antwerp,Schoten,2900.0,735000.0,3,60,1.0,0.0,0,1.0,0.0,1.0,1250.0,260.0,1492.0,4.0,0,1
APARTMENT,PENTHOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,995000.0,3,60,1.0,0.0,0,1.0,25.0,0.0,0.0,220.0,0.0,2.0,0,1
HOUSE,VILLA,Brussels,Uccle,1180.0,3350000.0,4,60,1.0,0.0,0,1.0,50.0,1.0,700.0,400.0,1400.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Woluwe-Saint-Pierre,1150.0,2350000.0,6,60,1.0,0.0,0,1.0,60.0,1.0,1500.0,594.0,1867.0,4.0,0,0
APARTMENT,DUPLEX,Limburg,Heusden,3550.0,400000.0,4,60,0.0,0.0,0,1.0,11.0,1.0,16.0,202.0,0.0,3.0,0,1
APARTMENT,DUPLEX,Brussels,Saint-Gilles,1060.0,650000.0,3,60,0.0,0.0,0,1.0,40.0,0.0,0.0,130.0,0.0,4.0,0,1
HOUSE,HOUSE,Brussels,Schaerbeek,1030.0,875000.0,6,60,1.0,0.0,0,1.0,4.0,1.0,70.0,326.0,210.0,2.0,0,0
HOUSE,HOUSE,Brussels,Woluwe-Saint-Lambert,1200.0,875000.0,6,60,1.0,0.0,0,1.0,4.0,1.0,70.0,326.0,210.0,2.0,0,0
HOUSE,VILLA,Brussels,Woluwe-Saint-Pierre,1150.0,2350000.0,6,60,1.0,0.0,0,1.0,60.0,1.0,1500.0,594.0,1.0,4.0,0,0
APARTMENT,APARTMENT,Antwerp,Antwerp,2000.0,596000.0,4,60,1.0,0.0,0,1.0,6.0,0.0,0.0,170.0,0.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Woluwe-Saint-Pierre,1150.0,2800000.0,10,60,1.0,0.0,0,1.0,0.0,1.0,1500.0,1000.0,1988.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Rhode-Saint-Genese,1640.0,975000.0,3,60,1.0,0.0,0,1.0,50.0,1.0,850.0,200.0,972.0,4.0,0,1
HOUSE,VILLA,Brussels,Woluwe-Saint-Pierre,1150.0,2800000.0,10,60,1.0,0.0,0,1.0,0.0,1.0,1500.0,1000.0,1988.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,Dilbeek,1700.0,980000.0,5,60,1.0,0.0,0,1.0,78.0,1.0,500.0,350.0,1114.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Woluwe-Saint-Pierre,1150.0,985000.0,3,60,1.0,0.0,0,1.0,0.0,0.0,0.0,214.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,1595000.0,3,60,1.0,0.0,0,1.0,20.0,0.0,0.0,238.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,St-Genesius-Rode,1640.0,1090000.0,4,60,1.0,0.0,1,1.0,50.0,1.0,0.0,230.0,1262.0,4.0,0,0
HOUSE,HOUSE,Brussels,Ixelles,1050.0,2890000.0,5,60,1.0,0.0,1,1.0,65.0,1.0,200.0,800.0,395.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,840000.0,3,60,1.0,0.0,0,1.0,16.0,0.0,0.0,180.0,0.0,2.0,0,1
HOUSE,VILLA,Flemish Brabant,Tervuren,3080.0,699000.0,3,60,1.0,0.0,0,1.0,0.0,0.0,0.0,200.0,669.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,Wezembeek-Oppem,1970.0,699000.0,3,60,1.0,0.0,0,1.0,0.0,0.0,0.0,200.0,669.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,1595000.0,3,60,1.0,0.0,0,1.0,20.0,0.0,0.0,238.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Lambert,1200.0,1330000.0,5,60,1.0,0.0,0,1.0,36.0,1.0,169.0,269.0,280.0,2.0,0,1
APARTMENT,PENTHOUSE,Brussels,Ixelles,1050.0,1575000.0,3,60,1.0,0.0,0,1.0,15.0,0.0,0.0,238.0,0.0,2.0,0,1
APARTMENT,DUPLEX,Walloon Brabant,Lasne Ohain,1380.0,1295000.0,3,60,1.0,0.0,0,1.0,25.0,0.0,0.0,242.0,0.0,3.0,1,1
HOUSE,MIXED_USE_BUILDING,Luxembourg,Marche-en-Famenne,6900.0,580000.0,9,60,1.0,0.0,0,1.0,0.0,1.0,4200.0,884.0,5200.0,3.0,0,1
HOUSE,MIXED_USE_BUILDING,Luxembourg,Sainte-Ode,6680.0,580000.0,9,60,1.0,0.0,0,1.0,0.0,1.0,4200.0,884.0,5200.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Kraainem,1950.0,850000.0,3,60,1.0,0.0,0,1.0,0.0,1.0,340.0,200.0,650.0,3.0,0,1
HOUSE,HOUSE,Walloon Brabant,Wavre,1300.0,400000.0,4,60,1.0,0.0,1,1.0,10.0,1.0,300.0,160.0,1044.0,4.0,0,1
HOUSE,HOUSE,Walloon Brabant,Genappe,1470.0,550000.0,3,60,1.0,0.0,1,1.0,90.0,1.0,0.0,250.0,2400.0,2.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,1060000.0,4,60,1.0,0.0,1,1.0,25.0,1.0,250.0,320.0,401.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Ronse,9600.0,259000.0,4,60,1.0,0.0,1,0.0,0.0,0.0,0.0,267.0,100.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,HEVILLERS,1435.0,595000.0,4,61,0.0,0.0,1,0.0,0.0,1.0,0.0,200.0,2710.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Nossegem ,1930.0,799000.0,4,61,1.0,0.0,0,1.0,74.0,1.0,1500.0,395.0,1930.0,3.0,1,1
APARTMENT,APARTMENT,Brussels,Ganshoren,1083.0,329000.0,3,61,0.0,0.0,0,1.0,7.0,0.0,0.0,135.0,0.0,2.0,0,0
HOUSE,MANSION,East Flanders,Rupelmonde,9150.0,395000.0,3,61,1.0,0.0,1,1.0,0.0,0.0,0.0,195.0,0.0,3.0,0,1
HOUSE,HOUSE,Liège,Verlaine,4537.0,369000.0,3,62,1.0,0.0,1,1.0,17.0,1.0,589.0,212.0,791.0,3.0,0,1
HOUSE,VILLA,Walloon Brabant,Bierges,1300.0,700000.0,4,62,1.0,0.0,0,1.0,0.0,1.0,1511.0,214.0,1686.0,4.0,0,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,975000.0,5,62,1.0,0.0,0,0.0,0.0,1.0,150.0,230.0,265.0,2.0,0,1
HOUSE,MIXED_USE_BUILDING,Antwerp,SINT-KATELIJNE-WAVER,2860.0,1100000.0,3,62,1.0,0.0,1,1.0,0.0,1.0,0.0,240.0,2284.0,4.0,1,1
APARTMENT,DUPLEX,Antwerp,Mechelen,2800.0,394000.0,3,62,1.0,0.0,0,1.0,21.0,0.0,0.0,130.0,0.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Lillois-Witterzée,1428.0,860000.0,3,62,1.0,0.0,0,1.0,33.0,1.0,1246.0,355.0,1441.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,East Flanders,Kruibeke,9150.0,499500.0,5,62,1.0,0.0,0,1.0,40.0,1.0,260.0,279.0,419.0,3.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Walloon Brabant,Lasne,1380.0,2600000.0,5,62,1.0,0.0,0,1.0,0.0,0.0,0.0,500.0,11000.0,4.0,1,1
HOUSE,EXCEPTIONAL_PROPERTY,Walloon Brabant,La Hulpe,1310.0,2600000.0,5,62,1.0,0.0,0,1.0,0.0,0.0,0.0,500.0,11000.0,4.0,1,1
HOUSE,HOUSE,Walloon Brabant,Braine-l'Alleud,1420.0,860000.0,3,62,1.0,0.0,0,1.0,33.0,1.0,1246.0,355.0,1441.0,4.0,0,1
HOUSE,VILLA,Antwerp,Turnhout,2300.0,375000.0,4,62,1.0,0.0,0,1.0,30.0,0.0,0.0,295.0,1158.0,4.0,1,0
HOUSE,VILLA,Walloon Brabant,Bierges,1301.0,700000.0,4,62,1.0,0.0,0,1.0,0.0,1.0,1511.0,214.0,1686.0,4.0,0,1
HOUSE,HOUSE,East Flanders,Sint-Lievens-Houtem,9520.0,499000.0,4,62,1.0,0.0,0,1.0,0.0,1.0,0.0,260.0,1356.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,SINT-PIETERS-LEEUW,1600.0,695000.0,5,62,1.0,0.0,1,1.0,0.0,1.0,0.0,270.0,956.0,4.0,0,0
APARTMENT,PENTHOUSE,Brussels,Brussels City,1000.0,479000.0,3,62,1.0,0.0,1,1.0,27.0,0.0,0.0,126.0,0.0,2.0,0,1
HOUSE,VILLA,Flemish Brabant,Overijse,3090.0,799000.0,4,63,1.0,0.0,0,1.0,183.0,1.0,2288.0,245.0,2686.0,4.0,1,0
HOUSE,VILLA,Flemish Brabant,Overijse,3090.0,1395000.0,4,63,1.0,0.0,0,1.0,0.0,1.0,6100.0,570.0,7607.0,4.0,1,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,599000.0,3,63,1.0,0.0,0,1.0,15.0,0.0,0.0,180.0,0.0,2.0,0,1
HOUSE,VILLA,Brussels,Uccle,1180.0,2150000.0,5,63,1.0,0.0,1,0.0,0.0,0.0,0.0,416.0,1135.0,4.0,1,1
HOUSE,HOUSE,Walloon Brabant,COURT-SAINT-ETIENNE,1490.0,650000.0,4,63,0.0,0.0,1,1.0,47.0,1.0,0.0,218.0,2474.0,4.0,0,1
HOUSE,HOUSE,Antwerp,PUURS-SINT-AMANDS,2890.0,745000.0,6,63,0.0,0.0,1,0.0,0.0,1.0,0.0,344.0,8513.0,4.0,0,0
HOUSE,VILLA,Walloon Brabant,Waterloo,1410.0,725000.0,4,63,1.0,0.0,0,1.0,0.0,1.0,823.0,223.0,823.0,4.0,0,1
HOUSE,HOUSE,Brussels,Ixelles,1050.0,1150000.0,7,63,0.0,0.0,0,1.0,11.0,1.0,50.0,380.0,185.0,2.0,0,0
HOUSE,HOUSE,Liège,Hannut Moxhe,4280.0,299000.0,3,63,1.0,0.0,0,1.0,72.0,1.0,1186.0,155.0,1295.0,4.0,0,1
HOUSE,VILLA,Walloon Brabant,Braine-l'Alleud,1420.0,1250000.0,5,63,1.0,0.0,0,1.0,80.0,1.0,4300.0,420.0,4677.0,4.0,0,1
HOUSE,TOWN_HOUSE,Flemish Brabant,Bertem,3060.0,484000.0,4,63,1.0,0.0,0,1.0,25.0,1.0,2000.0,214.0,2890.0,4.0,0,1
HOUSE,HOUSE,Brussels,Forest,1190.0,4950000.0,7,63,1.0,0.0,0,1.0,0.0,1.0,19.0,1100.0,4895.0,4.0,1,1
HOUSE,MANSION,Brussels,Woluwe-Saint-Pierre,1150.0,1590000.0,5,64,0.0,0.0,0,1.0,30.0,1.0,140.0,450.0,350.0,2.0,0,0
HOUSE,HOUSE,Namur,Wépion,5100.0,590000.0,4,64,1.0,0.0,0,1.0,100.0,1.0,1450.0,310.0,1620.0,4.0,1,1
HOUSE,MIXED_USE_BUILDING,Antwerp,Wommelgem,2160.0,499000.0,5,64,1.0,0.0,0,1.0,32.0,0.0,0.0,219.0,532.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,990000.0,3,64,1.0,0.0,0,1.0,12.0,0.0,0.0,260.0,0.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,495000.0,4,64,1.0,0.0,0,1.0,6.0,0.0,0.0,141.0,0.0,3.0,0,1
HOUSE,VILLA,Namur,BIESME,5640.0,469000.0,5,64,1.0,0.0,1,1.0,15.0,1.0,1271.0,281.0,1459.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Kraainem,1950.0,1690000.0,5,64,1.0,0.0,0,1.0,0.0,1.0,2370.0,548.0,2671.0,2.0,0,1
HOUSE,VILLA,Antwerp,Schilde,2970.0,1350000.0,5,64,1.0,0.0,1,1.0,56.0,1.0,2706.0,693.0,3054.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Luxembourg,Libin,6890.0,439000.0,6,64,1.0,0.0,0,1.0,50.0,1.0,2000.0,290.0,2132.0,3.0,1,1
HOUSE,HOUSE,Hainaut,Boussu,7300.0,230000.0,5,65,1.0,0.0,0,1.0,25.0,1.0,1350.0,275.0,1540.0,4.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Uccle,1180.0,1990000.0,5,65,1.0,0.0,0,1.0,40.0,0.0,0.0,300.0,1184.0,4.0,1,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,2490000.0,5,65,1.0,0.0,0,1.0,0.0,1.0,1221.0,340.0,1350.0,4.0,1,1
HOUSE,VILLA,Flemish Brabant,Overijse,3090.0,765000.0,5,65,1.0,0.0,0,1.0,0.0,1.0,350.0,350.0,602.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Woluwe-Saint-Pierre,1150.0,3150000.0,7,65,1.0,0.0,0,1.0,2.0,0.0,0.0,600.0,1390.0,4.0,1,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Woluwe-Saint-Pierre,1150.0,2100000.0,5,65,1.0,0.0,0,1.0,0.0,0.0,0.0,350.0,1442.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,599000.0,3,65,1.0,0.0,0,1.0,15.0,0.0,0.0,172.0,0.0,2.0,0,1
HOUSE,VILLA,Hainaut,Ville-Pommeroeul,7322.0,2250000.0,4,65,1.0,0.0,0,1.0,0.0,1.0,6714.0,536.0,7165.0,4.0,1,1
HOUSE,HOUSE,Walloon Brabant,GISTOUX,1325.0,750000.0,4,65,1.0,0.0,1,0.0,0.0,1.0,0.0,202.0,2574.0,4.0,0,0
HOUSE,COUNTRY_COTTAGE,Flemish Brabant,Bierbeek,3360.0,649000.0,4,65,1.0,0.0,0,1.0,50.0,0.0,0.0,288.0,2002.0,3.0,0,0
HOUSE,HOUSE,Hainaut,Enghien,7850.0,1695000.0,5,65,1.0,0.0,1,1.0,0.0,0.0,0.0,720.0,3366.0,4.0,0,1
HOUSE,TOWN_HOUSE,Flemish Brabant,Oud-Heverlee (Blanden),3052.0,597000.0,3,65,1.0,0.0,0,1.0,42.0,1.0,375.0,230.0,6579.0,3.0,1,1
HOUSE,APARTMENT_BLOCK,Walloon Brabant,Waterloo,1410.0,870000.0,4,65,1.0,0.0,1,1.0,100.0,0.0,0.0,300.0,1359.0,4.0,0,1
HOUSE,VILLA,Walloon Brabant,Waterloo,1410.0,870000.0,4,65,1.0,0.0,1,1.0,100.0,0.0,0.0,300.0,1359.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Forest,1190.0,575000.0,3,65,1.0,0.0,1,1.0,0.0,0.0,0.0,160.0,0.0,2.0,0,0
HOUSE,HOUSE,Flemish Brabant,Pepingen,1670.0,1695000.0,5,65,1.0,0.0,1,1.0,0.0,0.0,0.0,720.0,3366.0,4.0,0,1
HOUSE,MANSION,Hainaut,Courcelles,6180.0,545000.0,4,65,1.0,0.0,1,1.0,120.0,1.0,4000.0,371.0,4220.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,Rhode-Saint-Genese,1640.0,1495000.0,4,65,1.0,0.0,0,1.0,100.0,0.0,0.0,400.0,1640.0,4.0,0,1
APARTMENT,TRIPLEX,Brussels,Bruxelles,1000.0,854000.0,4,65,1.0,0.0,0,1.0,10.0,0.0,0.0,200.0,0.0,3.0,0,1
HOUSE,VILLA,Flemish Brabant,Kraainem,1950.0,1690000.0,5,65,1.0,0.0,0,1.0,144.0,1.0,2400.0,600.0,2671.0,4.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Rhode-Saint-Genese,1640.0,1495000.0,4,65,1.0,0.0,0,1.0,35.0,0.0,0.0,400.0,1600.0,4.0,0,1
HOUSE,HOUSE,Walloon Brabant,BRAINE-LE-CHÂTEAU,1440.0,545000.0,3,65,1.0,0.0,1,1.0,85.0,1.0,450.0,214.0,790.0,4.0,1,1
HOUSE,VILLA,Hainaut,Enghien,7850.0,1695000.0,5,65,1.0,0.0,1,1.0,0.0,0.0,0.0,720.0,3366.0,4.0,0,1
HOUSE,VILLA,Walloon Brabant,BIERGHES,1430.0,1695000.0,5,65,1.0,0.0,1,1.0,0.0,0.0,0.0,720.0,3366.0,4.0,0,1
APARTMENT,PENTHOUSE,Namur,Jambes,5100.0,1300000.0,3,65,1.0,0.0,0,1.0,159.0,0.0,0.0,219.0,0.0,3.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,1195000.0,4,65,1.0,0.0,0,1.0,30.0,0.0,0.0,234.0,913.0,3.0,0,0
HOUSE,VILLA,Hainaut,Enghien,7850.0,795000.0,5,65,1.0,0.0,1,1.0,50.0,1.0,3750.0,240.0,4121.0,4.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Dilbeek,1700.0,839000.0,5,65,1.0,0.0,0,1.0,30.0,0.0,0.0,392.0,855.0,3.0,1,1
HOUSE,VILLA,Flemish Brabant,Pepingen,1670.0,1695000.0,5,65,1.0,0.0,1,1.0,0.0,0.0,0.0,720.0,3366.0,4.0,0,1
HOUSE,HOUSE,East Flanders,Erpe-Mere,9420.0,495000.0,4,66,1.0,0.0,0,1.0,0.0,0.0,0.0,250.0,371.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Wezembeek-Oppem,1970.0,1600000.0,7,66,1.0,0.0,0,1.0,0.0,0.0,0.0,350.0,2000.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Kraainem,1950.0,780000.0,5,66,1.0,0.0,1,1.0,4.0,1.0,370.0,448.0,448.0,3.0,1,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,1075000.0,3,66,1.0,0.0,0,1.0,24.0,0.0,0.0,180.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,1195000.0,4,67,1.0,0.0,0,1.0,37.0,1.0,425.0,210.0,913.0,3.0,0,0
HOUSE,HOUSE,East Flanders,Lede,9340.0,695000.0,5,67,1.0,0.0,0,1.0,0.0,0.0,0.0,470.0,3026.0,4.0,1,0
HOUSE,VILLA,Hainaut,Enghien,7850.0,690000.0,6,67,1.0,0.0,1,1.0,0.0,1.0,0.0,315.0,1588.0,4.0,1,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Woluwe-Saint-Pierre,1150.0,2150000.0,5,67,1.0,0.0,0,1.0,0.0,0.0,0.0,332.0,781.0,3.0,0,1
HOUSE,VILLA,Hainaut,Soignies,7060.0,690000.0,6,67,1.0,0.0,1,1.0,0.0,1.0,0.0,315.0,1588.0,4.0,1,1
HOUSE,VILLA,Hainaut,Chaussée-Notre-Dame-Louvignies,7063.0,690000.0,6,67,1.0,0.0,1,1.0,0.0,1.0,0.0,315.0,1588.0,4.0,1,1
HOUSE,MANOR_HOUSE,East Flanders,Aalst,9300.0,875000.0,3,67,1.0,0.0,1,1.0,80.0,1.0,0.0,374.0,2240.0,4.0,0,1
HOUSE,VILLA,East Flanders,Ninove,9402.0,469000.0,5,67,1.0,0.0,0,1.0,0.0,0.0,0.0,240.0,1060.0,4.0,0,0
HOUSE,VILLA,Flemish Brabant,Kraainem,1950.0,895000.0,5,67,1.0,0.0,0,1.0,37.0,1.0,250.0,240.0,503.0,4.0,0,1
HOUSE,HOUSE,Walloon Brabant,Wavre,1300.0,895000.0,5,67,1.0,0.0,1,1.0,60.0,1.0,0.0,420.0,800.0,4.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Grimbergen,1853.0,715000.0,4,67,1.0,0.0,0,1.0,0.0,0.0,0.0,321.0,437.0,3.0,0,1
HOUSE,HOUSE,Namur,BONEFFE,5310.0,775000.0,4,68,1.0,0.0,1,1.0,40.0,1.0,0.0,240.0,9750.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Liège,Sprimont,4140.0,520000.0,3,68,0.0,0.0,0,1.0,0.0,0.0,0.0,263.0,1155.0,4.0,1,1
HOUSE,EXCEPTIONAL_PROPERTY,Walloon Brabant,Lasne,1380.0,2475000.0,6,68,1.0,0.0,0,1.0,80.0,1.0,10000.0,764.0,12901.0,4.0,1,1
HOUSE,HOUSE,Namur,LIGNY,5140.0,280000.0,3,68,1.0,0.0,1,1.0,20.0,1.0,0.0,150.0,468.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,450000.0,3,68,1.0,0.0,1,1.0,25.0,0.0,0.0,117.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,995000.0,3,68,1.0,0.0,0,1.0,0.0,0.0,0.0,180.0,0.0,2.0,0,1
HOUSE,HOUSE,Namur,Philippeville,5600.0,375000.0,5,68,1.0,0.0,1,1.0,0.0,0.0,0.0,252.0,161.0,2.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Uccle,1180.0,2950000.0,5,69,1.0,0.0,0,1.0,0.0,1.0,1350.0,350.0,1459.0,4.0,0,1
APARTMENT,APARTMENT,East Flanders,SINT-GILLIS-WAAS,9170.0,648000.0,4,69,1.0,0.0,1,1.0,79.0,0.0,0.0,398.0,0.0,3.0,0,1
HOUSE,TOWN_HOUSE,East Flanders,SINT-GILLIS-WAAS,9170.0,648000.0,4,69,1.0,0.0,1,1.0,79.0,0.0,0.0,398.0,0.0,3.0,0,1
APARTMENT,TRIPLEX,East Flanders,SINT-GILLIS-WAAS,9170.0,648000.0,4,69,1.0,0.0,1,1.0,79.0,0.0,0.0,398.0,0.0,3.0,0,1
HOUSE,VILLA,Brussels,Woluwe-Saint-Pierre,1150.0,895000.0,4,69,1.0,0.0,0,1.0,20.0,1.0,400.0,210.0,751.0,4.0,0,0
HOUSE,VILLA,Flemish Brabant,Liedekerke,1770.0,950000.0,5,69,1.0,0.0,0,1.0,0.0,0.0,0.0,448.0,1043.0,3.0,1,1
APARTMENT,PENTHOUSE,Brussels,Ixelles,1050.0,915000.0,4,70,1.0,0.0,0,1.0,15.0,0.0,0.0,274.0,0.0,2.0,1,1
HOUSE,VILLA,Hainaut,Brye,6222.0,560000.0,3,70,1.0,0.0,1,0.0,0.0,0.0,0.0,370.0,1970.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,995000.0,3,70,0.0,0.0,0,0.0,0.0,0.0,0.0,225.0,0.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,1340000.0,3,70,1.0,0.0,1,1.0,36.0,0.0,0.0,179.0,0.0,4.0,0,1
HOUSE,HOUSE,Hainaut,Gilly,6060.0,170000.0,2,70,1.0,0.0,1,1.0,40.0,1.0,60.0,160.0,200.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,1340000.0,3,70,1.0,0.0,1,1.0,36.0,0.0,0.0,179.0,0.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Tervuren,3080.0,1299000.0,6,70,1.0,0.0,1,1.0,100.0,1.0,1300.0,450.0,1557.0,4.0,0,1
HOUSE,VILLA,Walloon Brabant,COUTURE-SAINT-GERMAIN,1380.0,945000.0,4,70,1.0,0.0,1,0.0,0.0,1.0,0.0,245.0,3100.0,4.0,1,1
HOUSE,HOUSE,Walloon Brabant,MONT-SAINT-GUIBERT,1435.0,615000.0,7,70,1.0,0.0,1,0.0,0.0,1.0,0.0,318.0,785.0,3.0,0,0
HOUSE,VILLA,Walloon Brabant,MARBAIS,1495.0,560000.0,3,70,1.0,0.0,1,0.0,0.0,0.0,0.0,370.0,1970.0,3.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Meise,1860.0,1375000.0,4,70,1.0,0.0,1,1.0,1.0,1.0,950.0,320.0,1105.0,4.0,0,1
HOUSE,VILLA,Walloon Brabant,Rixensart,1330.0,1350000.0,5,70,1.0,0.0,0,1.0,60.0,1.0,4000.0,415.0,4285.0,4.0,1,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,995000.0,3,70,1.0,0.0,0,0.0,0.0,0.0,0.0,240.0,0.0,3.0,0,1
HOUSE,VILLA,Brussels,Uccle,1180.0,2350000.0,6,70,1.0,0.0,0,1.0,40.0,1.0,1400.0,420.0,1530.0,4.0,0,1
HOUSE,VILLA,Brussels,Uccle,1180.0,2950000.0,5,70,1.0,0.0,0,1.0,40.0,1.0,6057.0,515.0,6057.0,4.0,0,1
HOUSE,HOUSE,Walloon Brabant,Wavre Bierges,1301.0,1250000.0,5,70,1.0,0.0,0,1.0,0.0,1.0,4700.0,375.0,4700.0,4.0,1,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,625000.0,2,70,0.0,0.0,0,1.0,9.0,0.0,0.0,120.0,0.0,2.0,0,0
HOUSE,COUNTRY_COTTAGE,Hainaut,Brye,6222.0,560000.0,3,70,1.0,0.0,1,0.0,0.0,0.0,0.0,370.0,1970.0,3.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,995000.0,4,70,1.0,0.0,0,1.0,15.0,1.0,145.0,220.0,420.0,3.0,0,1
HOUSE,COUNTRY_COTTAGE,Walloon Brabant,MARBAIS,1495.0,560000.0,3,70,1.0,0.0,1,0.0,0.0,0.0,0.0,370.0,1970.0,3.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Anderlecht,1070.0,960000.0,6,70,1.0,0.0,0,1.0,40.0,1.0,290.0,400.0,1090.0,3.0,0,1
HOUSE,HOUSE,Walloon Brabant,OHAIN,1380.0,1375000.0,5,70,1.0,0.0,1,1.0,80.0,1.0,15000.0,400.0,1500.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Brussels City,1000.0,960000.0,6,70,1.0,0.0,0,1.0,40.0,1.0,290.0,400.0,1090.0,3.0,0,1
