type of property,subtype of property,province,locality,postalCode,price,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
HOUSE,APARTMENT_BLOCK,Flemish Brabant,Aarschot,3200.0,390000.0,3,0,1.0,0.0,1,1.0,20.0,1.0,60.0,190.0,373.0,3.0,0,0
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,390000.0,2,0,1.0,0.0,0,1.0,12.0,1.0,55.0,84.0,0.0,4.0,0,0
HOUSE,APARTMENT_BLOCK,Flemish Brabant,Aarschot,3200.0,390000.0,3,0,1.0,0.0,1,1.0,15.0,1.0,60.0,194.0,319.0,3.0,0,0
APARTMENT,DUPLEX,Antwerp,Boechout,2530.0,390000.0,2,0,1.0,0.0,0,1.0,35.0,0.0,0.0,105.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,SINT-BRIXIUS-RODE,1860.0,390000.0,4,0,0.0,0.0,1,1.0,0.0,0.0,0.0,156.0,638.0,3.0,0,0
APARTMENT,PENTHOUSE,Brussels,Bruxelles,1000.0,390000.0,2,0,1.0,0.0,0,1.0,8.0,0.0,0.0,94.0,0.0,4.0,0,1
HOUSE,HOUSE,Brussels,Molenbeek-Saint-Jean,1080.0,379000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,250.0,100.0,2.0,0,0
HOUSE,APARTMENT_BLOCK,Antwerp,Mechelen,2800.0,379000.0,3,0,0.0,0.0,1,0.0,0.0,0.0,0.0,176.0,85.0,2.0,0,0
HOUSE,HOUSE,Flemish Brabant,Diest,3290.0,379000.0,4,0,0.0,0.0,1,0.0,0.0,0.0,0.0,175.0,1039.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Brussels City,1000.0,379000.0,2,0,1.0,0.0,0,1.0,12.0,0.0,0.0,88.0,0.0,4.0,0,1
HOUSE,MANSION,East Flanders,Kluisbergen,9690.0,379000.0,4,0,0.0,0.0,1,1.0,0.0,1.0,0.0,200.0,1605.0,4.0,0,1
HOUSE,HOUSE,East Flanders,Boekhoute,9961.0,379000.0,3,0,0.0,0.0,0,0.0,0.0,1.0,0.0,180.0,1249.0,3.0,0,1
APARTMENT,GROUND_FLOOR,Antwerp,Lier,2500.0,379000.0,3,0,1.0,0.0,1,1.0,37.0,1.0,70.0,111.0,0.0,2.0,0,0
HOUSE,HOUSE,Flemish Brabant,SINT-PIETERS-LEEUW,1600.0,379000.0,4,0,0.0,0.0,1,0.0,0.0,1.0,0.0,171.0,972.0,3.0,0,0
APARTMENT,DUPLEX,Antwerp,Antwerp,2000.0,375000.0,2,0,1.0,0.0,0,1.0,0.0,0.0,0.0,111.0,0.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Olen,2250.0,375000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,143.0,501.0,3.0,0,1
HOUSE,HOUSE,Brussels,Bruxelles ville,1000.0,375000.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,110.0,26.0,2.0,0,1
HOUSE,HOUSE,Limburg,LOKSBERGEN,3545.0,379000.0,5,0,1.0,0.0,1,0.0,0.0,1.0,0.0,221.0,1250.0,4.0,0,1
HOUSE,HOUSE,Antwerp,Duffel,2570.0,380000.0,3,0,0.0,0.0,1,0.0,0.0,1.0,0.0,208.0,1225.0,4.0,0,0
HOUSE,HOUSE,Limburg,Houthalen-Helchteren,3530.0,385000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,303.0,522.0,4.0,0,1
HOUSE,MIXED_USE_BUILDING,Brussels,Bruxelles,1000.0,385000.0,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0,80.0,27.0,2.0,0,1
HOUSE,VILLA,Hainaut,Arbre,7811.0,384000.0,3,0,0.0,0.0,1,0.0,0.0,0.0,0.0,154.0,842.0,4.0,0,0
HOUSE,HOUSE,Antwerp,Niel,2845.0,384000.0,3,0,1.0,0.0,0,1.0,20.0,1.0,118.0,148.0,197.0,2.0,0,1
HOUSE,HOUSE,West Flanders,Bredene,8450.0,382500.0,4,0,1.0,0.0,0,0.0,0.0,0.0,0.0,190.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Anderlecht,1070.0,380000.0,1,0,1.0,0.0,0,1.0,14.0,1.0,85.0,180.0,227.0,2.0,0,0
HOUSE,BUNGALOW,Hainaut,Mons Harveng,7022.0,380000.0,3,0,1.0,0.0,0,1.0,0.0,1.0,770.0,160.0,1058.0,4.0,0,1
HOUSE,HOUSE,Liège,Wanze,4520.0,380000.0,2,0,1.0,0.0,1,1.0,0.0,1.0,0.0,190.0,1490.0,3.0,0,1
APARTMENT,PENTHOUSE,Brussels,Brussels,1000.0,380000.0,2,0,1.0,0.0,0,1.0,6.0,0.0,0.0,94.0,0.0,3.0,0,0
HOUSE,VILLA,East Flanders,Oudenaarde,9700.0,380000.0,5,0,0.0,0.0,1,1.0,0.0,0.0,0.0,300.0,930.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,395000.0,1,0,1.0,0.0,0,1.0,10.0,0.0,0.0,63.0,0.0,2.0,0,1
HOUSE,HOUSE,Limburg,Tessenderlo,3980.0,398000.0,3,0,0.0,0.0,1,0.0,0.0,1.0,0.0,278.0,879.0,4.0,0,1
HOUSE,HOUSE,Liège,Jupille,4020.0,397000.0,3,0,1.0,0.0,0,1.0,0.0,1.0,475.0,135.0,595.0,4.0,0,1
APARTMENT,LOFT,Namur,Sambreville Tamines,5060.0,396000.0,2,0,1.0,1.0,0,1.0,0.0,0.0,0.0,550.0,0.0,4.0,0,1
APARTMENT,APARTMENT,Antwerp,Brasschaat,2930.0,395000.0,3,0,1.0,0.0,1,1.0,0.0,1.0,0.0,145.0,0.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,Hainaut,Soignies Casteau,7061.0,395000.0,5,0,1.0,0.0,0,1.0,0.0,0.0,0.0,206.0,10602.0,4.0,0,0
HOUSE,APARTMENT_BLOCK,Brussels,SAINT-JOSSE-TEN-NOODE,1210.0,395000.0,3,0,1.0,0.0,1,1.0,30.0,0.0,0.0,180.0,92.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Ronse,9600.0,398000.0,4,0,1.0,0.0,1,1.0,0.0,0.0,0.0,240.0,270.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Brasschaat,2930.0,395000.0,3,0,1.0,0.0,1,1.0,0.0,1.0,0.0,141.0,352.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Maldegem,9990.0,395000.0,4,0,1.0,0.0,0,0.0,0.0,1.0,0.0,196.0,685.0,3.0,0,1
HOUSE,HOUSE,West Flanders,Oostkamp,8020.0,395000.0,3,0,1.0,0.0,0,1.0,0.0,1.0,0.0,167.0,771.0,3.0,0,1
HOUSE,HOUSE,Brussels,Koekelberg,1081.0,395000.0,3,0,0.0,0.0,1,0.0,0.0,1.0,0.0,204.0,0.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Gooik,1755.0,395000.0,3,0,1.0,0.0,0,1.0,25.0,0.0,0.0,165.0,448.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Uccle,1180.0,395000.0,4,0,1.0,0.0,0,0.0,0.0,0.0,0.0,127.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,395000.0,4,0,1.0,0.0,0,0.0,0.0,0.0,0.0,127.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Kapelle-op-den-Bos,1880.0,395000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,175.0,394.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Rotselaar,3110.0,395000.0,2,0,1.0,0.0,1,0.0,0.0,1.0,164.0,100.0,224.0,3.0,0,1
HOUSE,HOUSE,Hainaut,Ecaussinnes,7190.0,395000.0,6,0,0.0,0.0,0,1.0,0.0,0.0,0.0,240.0,834.0,3.0,1,1
HOUSE,COUNTRY_COTTAGE,Hainaut,Deux-Acren,7864.0,398000.0,5,0,0.0,0.0,1,1.0,0.0,0.0,0.0,320.0,7112.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Watermael-Boitsfort,1170.0,399000.0,2,0,1.0,0.0,0,1.0,6.0,0.0,0.0,90.0,0.0,2.0,0,1
HOUSE,HOUSE,Antwerp,SINT-LENAARTS,2960.0,399000.0,3,0,0.0,0.0,1,0.0,0.0,1.0,0.0,159.0,651.0,3.0,0,0
HOUSE,HOUSE,Flemish Brabant,Diest,3290.0,399000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,231.0,642.0,3.0,0,1
HOUSE,HOUSE,Namur,Gedinne Houdremont,5575.0,399000.0,5,0,1.0,0.0,0,1.0,40.0,1.0,1140.0,277.0,1939.0,4.0,1,1
APARTMENT,APARTMENT,West Flanders,Wielsbeke,8710.0,399000.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,170.0,0.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,Hainaut,Lessines,7860.0,398000.0,6,0,0.0,0.0,1,1.0,0.0,0.0,0.0,320.0,7112.0,4.0,0,0
HOUSE,HOUSE,East Flanders,Adegem,9991.0,399000.0,4,0,0.0,0.0,1,1.0,0.0,0.0,0.0,206.0,5239.0,4.0,0,0
APARTMENT,PENTHOUSE,Brussels,Auderghem,1160.0,398000.0,3,0,1.0,0.0,0,1.0,4.0,0.0,0.0,102.0,0.0,2.0,0,1
HOUSE,HOUSE,East Flanders,De Klinge,9170.0,398000.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,153.0,274.0,3.0,0,1
HOUSE,HOUSE,West Flanders,De Haan,8420.0,399000.0,3,0,1.0,0.0,0,1.0,0.0,1.0,0.0,284.0,380.0,3.0,0,1
HOUSE,BUNGALOW,Walloon Brabant,HÉVILLERS,1435.0,395000.0,4,0,0.0,0.0,1,1.0,36.0,1.0,0.0,130.0,1714.0,4.0,0,0
HOUSE,HOUSE,Antwerp,Wommelgem,2160.0,395000.0,3,0,0.0,0.0,0,1.0,0.0,1.0,640.0,180.0,640.0,3.0,0,0
HOUSE,HOUSE,East Flanders,Nazareth,9810.0,395000.0,4,0,0.0,0.0,1,0.0,0.0,1.0,715.0,228.0,1050.0,3.0,0,0
HOUSE,MIXED_USE_BUILDING,Liège,VIERSET-BARSE,4577.0,395000.0,6,0,0.0,0.0,1,0.0,0.0,1.0,0.0,286.0,958.0,4.0,0,1
HOUSE,HOUSE,Liège,VIERSET-BARSE,4577.0,395000.0,6,0,0.0,0.0,1,0.0,0.0,1.0,0.0,286.0,958.0,4.0,0,1
HOUSE,HOUSE,Brussels,Anderlecht,1070.0,395000.0,3,0,1.0,0.0,0,0.0,0.0,1.0,70.0,224.0,250.0,2.0,0,1
HOUSE,FARMHOUSE,Hainaut,Manage,7170.0,395000.0,7,0,0.0,0.0,0,1.0,0.0,0.0,0.0,386.0,6820.0,4.0,0,1
APARTMENT,APARTMENT,West Flanders,Knokke-Heist,8300.0,395000.0,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0,37.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,SINT-JANS-MOLENBEEK,1080.0,395000.0,3,0,1.0,0.0,1,0.0,0.0,1.0,0.0,153.0,0.0,2.0,0,0
HOUSE,HOUSE,Brussels,Schaerbeek,1030.0,395000.0,3,0,1.0,0.0,1,1.0,30.0,0.0,0.0,180.0,92.0,2.0,0,1
HOUSE,HOUSE,Hainaut,STAMBRUGES,7973.0,395000.0,4,0,1.0,0.0,1,1.0,0.0,0.0,0.0,155.0,11699.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Schaerbeek,1030.0,395000.0,3,0,1.0,0.0,1,1.0,30.0,0.0,0.0,180.0,92.0,2.0,0,1
HOUSE,HOUSE,West Flanders,Zuienkerke,8377.0,395000.0,3,0,1.0,0.0,0,1.0,0.0,1.0,0.0,143.0,172.0,2.0,0,1
HOUSE,HOUSE,Brussels,SAINT-JOSSE-TEN-NOODE,1210.0,395000.0,3,0,1.0,0.0,1,1.0,30.0,0.0,0.0,180.0,92.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Gooik,1755.0,395000.0,3,0,1.0,0.0,0,1.0,25.0,0.0,0.0,165.0,448.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Geraardsbergen,9500.0,395000.0,5,0,1.0,0.0,0,1.0,0.0,0.0,0.0,202.0,450.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Flemish Brabant,Beersel,1650.0,395000.0,2,0,0.0,0.0,1,1.0,0.0,0.0,0.0,164.0,240.0,3.0,0,0
HOUSE,HOUSE,East Flanders,Gent,9000.0,395000.0,4,0,1.0,0.0,0,1.0,7.0,0.0,0.0,116.0,53.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Waterloo,1410.0,395000.0,3,0,1.0,0.0,0,1.0,0.0,1.0,0.0,165.0,311.0,2.0,0,1
HOUSE,VILLA,Hainaut,Flobecq,7880.0,395000.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,215.0,1160.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,WOLUWE-SAINT-LAMBERT,1200.0,395000.0,2,0,1.0,0.0,1,1.0,17.0,0.0,0.0,112.0,0.0,2.0,0,1
APARTMENT,PENTHOUSE,Liège,Liege,4000.0,395000.0,3,0,1.0,0.0,0,1.0,13.0,0.0,0.0,148.0,0.0,4.0,0,0
HOUSE,VILLA,Hainaut,Manage La Hestre,7170.0,395000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,279.0,743.0,4.0,0,1
HOUSE,HOUSE,East Flanders,Destelbergen,9070.0,395000.0,2,0,0.0,0.0,1,0.0,0.0,0.0,0.0,88.0,203.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Waterloo,1410.0,395000.0,3,0,1.0,0.0,0,1.0,0.0,1.0,0.0,165.0,311.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Bornem,2880.0,395000.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,200.0,399.0,2.0,0,1
HOUSE,HOUSE,Brussels,Ganshoren,1083.0,395000.0,3,0,1.0,0.0,0,0.0,0.0,1.0,50.0,130.0,100.0,2.0,0,1
HOUSE,HOUSE,East Flanders,ELSEGEM,9790.0,395000.0,4,0,1.0,0.0,1,0.0,0.0,1.0,0.0,192.0,620.0,4.0,0,1
HOUSE,HOUSE,Liège,Trois-ponts,4980.0,395000.0,5,0,1.0,0.0,0,1.0,0.0,0.0,0.0,348.0,1102.0,3.0,0,1
HOUSE,VILLA,Hainaut,Soignies,7060.0,395000.0,4,0,0.0,0.0,1,0.0,0.0,1.0,0.0,165.0,709.0,4.0,0,0
APARTMENT,LOFT,Brussels,Bruxelles,1020.0,395000.0,2,0,1.0,1.0,0,1.0,0.0,0.0,0.0,140.0,0.0,3.0,0,1
HOUSE,COUNTRY_COTTAGE,East Flanders,Ronse,9600.0,395000.0,3,0,1.0,0.0,1,1.0,0.0,1.0,0.0,147.0,3535.0,4.0,0,0
HOUSE,FARMHOUSE,Liège,Herve,4650.0,395000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,710.0,1012.0,3.0,0,0
HOUSE,FARMHOUSE,Liège,Battice,4651.0,395000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,710.0,1012.0,3.0,0,0
HOUSE,VILLA,Namur,HAN-SUR-LESSE,5580.0,395000.0,4,0,0.0,0.0,1,0.0,0.0,1.0,0.0,184.0,1241.0,4.0,0,1
HOUSE,HOUSE,Antwerp,Oelegem,2520.0,375000.0,3,0,1.0,0.0,0,1.0,20.0,1.0,170.0,175.0,260.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,375000.0,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0,76.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Ternat,1740.0,359000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,180.0,303.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Diest,3290.0,359000.0,3,0,1.0,0.0,1,1.0,30.0,1.0,80.0,220.0,216.0,3.0,0,1
APARTMENT,APARTMENT,West Flanders,Sint-Andries,8200.0,359000.0,3,0,1.0,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,4.0,0,0
HOUSE,HOUSE,East Flanders,Eeklo,9900.0,359000.0,4,0,1.0,0.0,0,0.0,0.0,1.0,0.0,163.0,549.0,4.0,0,1
APARTMENT,DUPLEX,Brussels,Laeken,1020.0,359000.0,3,0,1.0,0.0,0,1.0,10.0,0.0,0.0,135.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Dworp,1653.0,359000.0,3,0,0.0,0.0,1,0.0,0.0,0.0,0.0,146.0,525.0,3.0,0,0
HOUSE,HOUSE,Antwerp,Onze-Lieve-Vrouw-Waver,2861.0,359000.0,3,0,0.0,0.0,1,1.0,0.0,1.0,0.0,207.0,305.0,2.0,0,0
APARTMENT,APARTMENT,Antwerp,Antwerpen,2050.0,359000.0,3,0,1.0,0.0,0,1.0,1.0,1.0,1.0,110.0,0.0,2.0,0,1
HOUSE,HOUSE,Liège,Nandrin,4550.0,359000.0,3,0,0.0,0.0,1,1.0,0.0,1.0,0.0,250.0,3531.0,4.0,0,0
HOUSE,HOUSE,Flemish Brabant,Beersel,1650.0,359000.0,3,0,0.0,0.0,1,0.0,0.0,0.0,0.0,146.0,525.0,3.0,0,0
HOUSE,BUNGALOW,Liège,Saint-Georges-sur-Meuse,4470.0,358000.0,2,0,1.0,0.0,0,1.0,25.0,1.0,922.0,245.0,1072.0,4.0,0,1
HOUSE,HOUSE,West Flanders,Otegem,8553.0,357000.0,4,0,1.0,0.0,1,0.0,0.0,0.0,0.0,173.0,146.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Evere,1140.0,357000.0,2,0,1.0,0.0,0,1.0,3.0,0.0,0.0,89.0,0.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,Chiny,6810.0,356000.0,3,0,0.0,0.0,1,0.0,0.0,1.0,0.0,354.0,1385.0,2.0,0,0
APARTMENT,APARTMENT,East Flanders,Gent,9000.0,355000.0,2,0,1.0,0.0,0,0.0,0.0,0.0,0.0,120.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Schepdaal,1703.0,359000.0,3,0,1.0,0.0,0,0.0,0.0,0.0,0.0,151.0,212.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Haaltert,9450.0,359999.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,177.0,455.0,3.0,0,1
HOUSE,HOUSE,Liège,Liege,4020.0,365000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,220.0,650.0,4.0,0,1
APARTMENT,GROUND_FLOOR,Flemish Brabant,Boutersem,3370.0,364000.0,2,0,1.0,0.0,0,1.0,30.0,1.0,122.0,140.0,0.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,West Flanders,VICHTE,8570.0,362500.0,4,0,1.0,0.0,1,0.0,0.0,1.0,0.0,345.0,237.0,2.0,0,0
HOUSE,MIXED_USE_BUILDING,West Flanders,VICHTE,8570.0,362500.0,4,0,1.0,0.0,1,0.0,0.0,1.0,0.0,345.0,237.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Evere,1140.0,362000.0,2,0,1.0,0.0,0,1.0,16.0,0.0,0.0,94.0,0.0,2.0,0,1
APARTMENT,DUPLEX,East Flanders,Buggenhout,9255.0,362000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,152.0,0.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Liège,Liege,4000.0,359500.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,160.0,35.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,POUPEHAN,6830.0,360000.0,4,0,1.0,0.0,1,1.0,0.0,0.0,0.0,173.0,1480.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Sint-Pieters-Woluwe,1150.0,360000.0,3,0,1.0,0.0,0,1.0,12.0,0.0,0.0,110.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,360000.0,2,0,1.0,0.0,0,1.0,2.0,0.0,0.0,80.0,0.0,2.0,0,1
HOUSE,HOUSE,Namur,BAILLAMONT,5555.0,360000.0,3,0,1.0,0.0,1,1.0,93.0,0.0,0.0,134.0,2715.0,4.0,0,1
HOUSE,HOUSE,Liège,Liège,4000.0,360000.0,5,0,0.0,0.0,1,1.0,20.0,0.0,0.0,300.0,0.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Ellezelles,7890.0,355000.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,120.0,955.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,350000.0,2,0,1.0,0.0,1,0.0,0.0,0.0,0.0,95.0,0.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Merchtem,1785.0,350000.0,2,0,0.0,0.0,1,1.0,0.0,1.0,0.0,140.0,85.0,2.0,0,0
HOUSE,MIXED_USE_BUILDING,Namur,Dinant,5500.0,350000.0,6,0,1.0,0.0,0,0.0,0.0,0.0,0.0,356.0,356.0,2.0,0,0
HOUSE,HOUSE,Antwerp,Mechelen,2800.0,350000.0,2,0,0.0,0.0,1,0.0,0.0,0.0,0.0,123.0,80.0,2.0,0,1
HOUSE,MIXED_USE_BUILDING,Walloon Brabant,Wavre,1300.0,350000.0,4,0,1.0,0.0,0,0.0,0.0,0.0,0.0,300.0,0.0,2.0,0,0
HOUSE,APARTMENT_BLOCK,Luxembourg,Tintigny,6730.0,350000.0,7,0,1.0,0.0,0,1.0,0.0,0.0,0.0,385.0,1500.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Antwerp,Mechelen,2800.0,350000.0,3,0,0.0,0.0,1,0.0,0.0,0.0,0.0,207.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Saint-Gilles,1060.0,350000.0,2,0,1.0,0.0,0,0.0,0.0,0.0,0.0,91.0,0.0,3.0,0,1
HOUSE,HOUSE,Liège,Herstal,4040.0,350000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,250.0,2600.0,4.0,0,1
HOUSE,HOUSE,West Flanders,Rekkem,8930.0,355000.0,5,0,1.0,0.0,0,0.0,0.0,1.0,0.0,190.0,472.0,3.0,0,1
HOUSE,HOUSE,Luxembourg,Arlon,6700.0,350000.0,3,0,0.0,0.0,1,0.0,0.0,1.0,0.0,251.0,363.0,2.0,0,0
HOUSE,HOUSE,Luxembourg,Florenville,6820.0,350000.0,4,0,1.0,0.0,1,0.0,0.0,1.0,0.0,289.0,3618.0,4.0,0,0
HOUSE,HOUSE,Antwerp,Brasschaat,2930.0,355000.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,167.0,121.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Schoten,2900.0,355000.0,3,0,1.0,0.0,1,1.0,11.0,1.0,19.0,110.0,98.0,2.0,0,1
HOUSE,HOUSE,Namur,Assesse,5330.0,355000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,115.0,789.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Evere,1140.0,355000.0,2,0,1.0,0.0,0,1.0,16.0,0.0,0.0,94.0,0.0,2.0,0,1
APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000.0,355000.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,0,1
APARTMENT,DUPLEX,Brussels,Uccle,1180.0,350000.0,2,0,0.0,0.0,0,1.0,7.0,0.0,0.0,110.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Brussels,1000.0,352000.0,2,0,1.0,0.0,0,1.0,6.0,0.0,0.0,95.0,0.0,3.0,0,0
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,350000.0,2,0,1.0,0.0,0,1.0,9.0,0.0,0.0,104.0,0.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Liège,Liège,4000.0,350000.0,7,0,1.0,1.0,0,1.0,6.0,0.0,0.0,130.0,56.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Gent,9030.0,350000.0,2,0,0.0,0.0,1,0.0,0.0,0.0,0.0,125.0,180.0,3.0,0,0
HOUSE,HOUSE,Limburg,SINT-TRUIDEN,3800.0,350000.0,3,0,0.0,0.0,1,0.0,0.0,1.0,0.0,264.0,0.0,4.0,0,0
HOUSE,HOUSE,Luxembourg,CURFOZ,6832.0,350000.0,5,0,1.0,0.0,1,1.0,0.0,0.0,0.0,202.0,4820.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Woluwe-Saint-Lambert,1200.0,350000.0,1,0,1.0,0.0,0,1.0,2.0,0.0,0.0,75.0,0.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Ottignies-Louvain-la-Neuve,1340.0,350000.0,3,0,1.0,0.0,0,1.0,29.0,1.0,450.0,112.0,655.0,4.0,0,1
APARTMENT,APARTMENT,Limburg,ZELEM,3545.0,365000.0,5,0,1.0,0.0,1,0.0,0.0,1.0,0.0,350.0,0.0,4.0,0,0
HOUSE,HOUSE,Flemish Brabant,Overijse,3090.0,365000.0,3,0,1.0,0.0,0,1.0,5.0,1.0,145.0,179.0,242.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Herent,3020.0,375000.0,4,0,1.0,0.0,1,0.0,0.0,1.0,128.0,348.0,314.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Putte,2580.0,375000.0,3,0,1.0,0.0,1,0.0,0.0,0.0,0.0,172.0,705.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,374500.0,2,0,1.0,0.0,0,0.0,0.0,0.0,0.0,105.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Brussels City,1000.0,372000.0,2,0,1.0,0.0,0,1.0,9.0,0.0,0.0,97.0,0.0,4.0,0,1
HOUSE,HOUSE,Luxembourg,AMBERLOUP,6680.0,370000.0,5,0,1.0,0.0,1,0.0,0.0,1.0,0.0,359.0,2720.0,3.0,0,1
HOUSE,HOUSE,Namur,Boneffe,5310.0,370000.0,2,0,0.0,0.0,0,1.0,41.0,1.0,708.0,165.0,810.0,2.0,0,1
HOUSE,HOUSE,Liège,TILFF,4130.0,370000.0,4,0,0.0,0.0,1,0.0,0.0,1.0,848.0,273.0,1121.0,4.0,0,0
HOUSE,COUNTRY_COTTAGE,Luxembourg,Libramont-Chevigny,6800.0,375000.0,4,0,1.0,0.0,1,0.0,0.0,0.0,0.0,281.0,1780.0,4.0,0,0
HOUSE,APARTMENT_BLOCK,Liège,TILFF,4130.0,370000.0,4,0,0.0,0.0,1,0.0,0.0,1.0,848.0,273.0,1121.0,4.0,0,0
APARTMENT,LOFT,Brussels,Sint-Jans-Molenbeek,1080.0,370000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,135.0,0.0,4.0,0,1
APARTMENT,LOFT,Brussels,Brussels City,1000.0,370000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,135.0,0.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Aarschot,3201.0,370000.0,3,0,0.0,0.0,1,0.0,0.0,1.0,0.0,264.0,0.0,3.0,0,1
HOUSE,HOUSE,West Flanders,Harelbeke,8530.0,369500.0,3,0,1.0,0.0,1,0.0,0.0,0.0,0.0,150.0,249.0,3.0,0,1
HOUSE,HOUSE,West Flanders,Harelbeke,8530.0,369500.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,150.0,249.0,3.0,0,1
